Time,KHOU,COAST
1/1/10 15:00,7.1,8222.02942
1/2/10 15:00,9.1,8379.872342
1/3/10 15:00,6.1,8679.087157
1/4/10 15:00,4.1,10273.567
1/5/10 15:00,3.1,10317.80117
1/6/10 15:00,8.1,9982.982917
1/7/10 15:00,7.6,11214.2518
1/8/10 15:00,-1.9,12757.1009
1/9/10 15:00,-0.9,10509.79573
1/10/10 15:00,1.1,9907.056566
1/11/10 15:00,7.1,9758.271886
1/12/10 15:00,12.1,9065.142431
1/14/10 15:00,12.35,9461.299563
1/15/10 15:00,12.1,9866.281672
1/16/10 15:00,9.1,8891.586403
1/17/10 15:00,11.1,8050.663285
1/18/10 15:00,16.1,9058.217323
1/19/10 15:00,19.1,9309.4176
1/20/10 15:00,20.1,9561.486185
1/21/10 15:00,19.1,9642.072929
1/22/10 15:00,18.1,9155.609373
1/23/10 15:00,21.1,8922.04694
1/24/10 15:00,16.1,8129.405876
1/25/10 15:00,13.1,9045.412015
1/26/10 15:00,15.1,8737.142321
1/27/10 15:00,16.1,8870.408835
1/28/10 15:00,16.1,9001.845157
1/29/10 15:00,12.1,9894.641486
1/30/10 15:00,3.1,10160.07454
1/31/10 15:00,3.1,9733.305649
2/1/10 15:00,7.1,10250.22478
2/2/10 15:00,11.1,9323.115857
2/3/10 15:00,9.1,9986.103923
2/4/10 15:00,10.6,9894.342827
2/5/10 15:00,9.85,9158.541836
2/6/10 15:00,11.1,8348.479234
2/7/10 15:00,8.1,8677.120765
2/8/10 15:00,17.1,9447.059035
2/9/10 15:00,8.1,9941.68988
2/10/10 15:00,6.1,10762.94638
2/11/10 15:00,6.1,11269.83829
2/12/10 15:00,3.1,10986.84277
2/13/10 15:00,3.1,9262.766186
2/14/10 15:00,15.1,8365.962615
2/15/10 15:00,5.1,10370.12012
2/16/10 15:00,8.1,9422.015166
2/17/10 15:00,9.1,9366.210373
2/18/10 15:00,11.1,9374.800294
2/19/10 15:00,12.1,9222.723063
2/20/10 15:00,14.1,8408.985587
2/21/10 15:00,17.1,8176.893642
2/22/10 15:00,10.6,9456.80394
2/23/10 15:00,6.1,10791.09114
2/24/10 15:00,7.1,9495.82532
2/25/10 15:00,11.1,9204.328158
2/26/10 15:00,17.1,9436.251996
2/27/10 15:00,11.1,8364.657639
2/28/10 15:00,15.1,8206.720439
3/1/10 15:00,13.1,9738.796242
3/2/10 15:00,9.1,9247.003604
3/3/10 15:00,11.1,9027.652554
3/4/10 15:00,14.1,9165.575005
3/5/10 15:00,15.1,9002.912074
3/6/10 15:00,16.1,8132.889686
3/7/10 15:00,18.1,8085.836456
3/8/10 15:00,16.1,9102.543796
3/9/10 15:00,18.85,9907.196598
3/10/10 15:00,20.6,9849.385093
3/11/10 15:00,17.35,10063.66278
3/12/10 15:00,16.1,8960.204465
3/13/10 15:00,17.1,8302.661103
3/14/10 15:00,18.35,8433.703449
3/15/10 15:00,17.85,9588.474395
3/16/10 15:00,15.1,9190.182863
3/17/10 15:00,16.1,8899.074377
3/18/10 15:00,15.1,9067.986529
3/19/10 15:00,19.1,8863.900805
3/20/10 15:00,18.1,8637.042691
3/21/10 15:00,9.1,8853.704516
3/22/10 15:00,14.1,8984.844459
3/23/10 15:00,19.1,9084.655183
3/24/10 15:00,18.1,8832.646203
3/25/10 15:00,15.1,9014.177572
3/26/10 15:00,16.1,9240.55585
3/27/10 15:00,19.1,8870.772764
3/28/10 15:00,17.1,8190.714383
3/29/10 15:00,17.1,9378.51923
3/30/10 15:00,20.1,9448.74256
3/31/10 15:00,21.1,9595.454583
4/1/10 15:00,22.1,9884.290221
4/2/10 15:00,21.1,9575.828745
4/3/10 15:00,25.1,10796.83164
4/4/10 15:00,21.35,9467.39983
4/5/10 15:00,22.1,11024.90286
4/6/10 15:00,23.1,10878.79051
4/7/10 15:00,23.1,11025.71904
4/8/10 15:00,16.1,9394.237452
4/9/10 15:00,19.1,9586.6258
4/10/10 15:00,18.1,8574.829332
4/11/10 15:00,21.1,8962.686802
4/12/10 15:00,22.1,10142.06969
4/13/10 15:00,22.1,10335.55245
4/14/10 15:00,21.1,10341.29698
4/15/10 15:00,22.1,10393.86197
4/16/10 15:00,22.1,10300.31338
4/17/10 15:00,23.1,9806.316924
4/18/10 15:00,22.1,8727.02588
4/19/10 15:00,17.6,9192.292467
4/20/10 15:00,19.1,9987.505116
4/21/10 15:00,23.1,10337.47941
4/22/10 15:00,23.1,10518.70258
4/23/10 15:00,24.1,11675.48139
4/24/10 15:00,25.1,10737.63791
4/25/10 15:00,24.1,10175.48157
4/26/10 15:00,26.1,12146.29113
4/27/10 15:00,23.1,10340.45281
4/28/10 15:00,23.1,10807.69545
4/29/10 15:00,24.1,11481.91016
4/30/10 15:00,24.1,11348.64718
5/1/10 15:00,28.1,11991.09993
5/2/10 15:00,26.1,11476.11877
5/3/10 15:00,29.1,13296.14495
5/4/10 15:00,26.1,12607.02954
5/5/10 15:00,28.1,13222.0104
5/6/10 15:00,26.1,12943.00771
5/7/10 15:00,27.6,14219.24
5/8/10 15:00,25.1,11020.60797
5/9/10 15:00,23.1,10158.17507
5/10/10 15:00,27.1,13164.34476
5/11/10 15:00,29.1,14008.62612
5/12/10 15:00,28.1,13582.26205
5/13/10 15:00,27.1,12993.40829
5/14/10 15:00,28.1,13473.32493
5/15/10 15:00,21.35,9562.362805
5/16/10 15:00,24.1,12196.28081
5/17/10 15:00,29.1,14350.16155
5/18/10 15:00,27.1,12835.54855
5/19/10 15:00,28.1,13846.4667
5/20/10 15:00,29.1,14062.66195
5/21/10 15:00,28.1,14480.35459
5/22/10 15:00,30.1,13854.89779
5/23/10 15:00,29.1,13751.64518
5/24/10 15:00,29.1,14553.80742
5/25/10 15:00,29.1,14075.36445
5/26/10 15:00,29.1,14868.23736
5/27/10 15:00,29.1,15172.29332
5/28/10 15:00,32.1,16050.06422
5/29/10 15:00,32.1,15108.32954
5/30/10 15:00,30.1,14003.42889
5/31/10 15:00,29.1,14697.8697
6/1/10 15:00,29.1,15307.33522
6/2/10 15:00,31.1,15462.2369
6/3/10 15:00,24.1,11924.56003
6/4/10 15:00,25.6,13780.87734
6/5/10 15:00,30.1,14591.92603
6/6/10 15:00,31.1,15122.96591
6/7/10 15:00,28.6,14019.22571
6/8/10 15:00,23.35,12508.65324
6/9/10 15:00,31.1,15286.9835
6/10/10 15:00,31.1,15578.16733
6/11/10 15:00,31.1,15772.18552
6/12/10 15:00,32.1,15076.57145
6/13/10 15:00,30.35,15242.97416
6/14/10 15:00,30.1,16516.01744
6/15/10 15:00,31.1,15689.19505
6/16/10 15:00,31.1,16590.52063
6/17/10 15:00,32.1,16401.1136
6/18/10 15:00,31.1,16692.96836
6/19/10 15:00,31.1,16279.37889
6/20/10 15:00,31.1,16038.70575
6/21/10 15:00,31.1,17234.00842
6/22/10 15:00,32.1,17177.05421
6/23/10 15:00,32.1,15507.62319
6/24/10 15:00,28.1,14589.41202
6/25/10 15:00,31.1,15061.60303
6/26/10 15:00,31.1,15822.94235
6/27/10 15:00,32.1,15779.66542
6/28/10 15:00,30.1,15257.13201
6/29/10 15:00,30.1,15426.07291
6/30/10 15:00,27.1,12973.91848
7/1/10 15:00,28.1,12034.50392
7/2/10 15:00,28.1,12004.98396
7/3/10 15:00,31.1,12364.94494
7/4/10 15:00,31.1,14056.4236
7/5/10 15:00,31.1,15634.04334
7/6/10 15:00,31.1,15706.18677
7/7/10 15:00,27.85,13205.78063
7/8/10 15:00,27.1,11848.23048
7/9/10 15:00,29.1,14521.1624
7/10/10 15:00,30.1,14855.04671
7/11/10 15:00,29.6,14887.63324
7/12/10 15:00,31.1,16147.36282
7/13/10 15:00,31.1,16356.18805
7/14/10 15:00,31.1,16486.24337
7/15/10 15:00,31.1,16575.212
7/16/10 15:00,31.1,16603.96623
7/17/10 15:00,31.1,15479.18013
7/18/10 15:00,30.1,13795.4714
7/19/10 15:00,29.1,13396.00955
7/20/10 15:00,30.1,14963.40615
7/21/10 15:00,30.1,15348.38728
7/22/10 15:00,30.1,15261.48631
7/23/10 15:00,31.1,15764.05729
7/24/10 15:00,30.1,15220.80316
7/25/10 15:00,32.1,15314.22396
7/26/10 15:00,31.1,15100.31214
7/27/10 15:00,29.1,13739.14177
7/28/10 15:00,29.1,13599.17645
7/29/10 15:00,31.1,15838.50598
7/30/10 15:00,30.1,16435.10677
7/31/10 15:00,29.6,15646.60854
8/1/10 15:00,31.1,15949.0938
8/2/10 15:00,32.1,17173.8768
8/3/10 15:00,32.1,17309.64922
8/4/10 15:00,32.1,17269.52121
8/5/10 15:00,32.1,17044.50253
8/6/10 15:00,31.1,16604.22352
8/7/10 15:00,32.1,15570.92544
8/8/10 15:00,31.1,16207.93473
8/9/10 15:00,32.1,17528.90256
8/10/10 15:00,32.1,17518.38579
8/11/10 15:00,33.1,17675.46961
8/12/10 15:00,31.1,16083.9057
8/13/10 15:00,31.1,17197.03357
8/14/10 15:00,32.1,16818.66899
8/15/10 15:00,32.1,17078.62377
8/16/10 15:00,32.1,18063.86876
8/17/10 15:00,32.1,16913.0975
8/18/10 15:00,32.1,17176.95451
8/19/10 15:00,33.1,16264.76913
8/20/10 15:00,32.1,16933.95953
8/21/10 15:00,32.1,16875.72293
8/22/10 15:00,31.6,16351.51979
8/23/10 15:00,32.1,17761.61856
8/24/10 15:00,33.1,16985.42193
8/25/10 15:00,32.1,16397.76724
8/26/10 15:00,31.1,16095.62791
8/27/10 15:00,31.1,15723.08326
8/28/10 15:00,31.1,15829.11984
8/29/10 15:00,31.1,15469.70187
8/30/10 15:00,28.35,14899.04131
8/31/10 15:00,30.1,14832.78041
9/1/10 15:00,31.1,15395.3044
9/2/10 15:00,31.1,15574.30923
9/3/10 15:00,28.1,13387.52773
9/4/10 15:00,28.1,13298.32127
9/5/10 15:00,29.1,13949.04495
9/6/10 15:00,31.1,12380.53646
9/7/10 15:00,24.85,11800.36644
9/8/10 15:00,31.1,14618.14572
9/9/10 15:00,31.1,15967.12614
9/10/10 15:00,31.1,16155.11935
9/11/10 15:00,31.1,15871.32521
9/12/10 15:00,31.1,15837.09451
9/13/10 15:00,31.1,16310.24598
9/14/10 15:00,31.1,16059.7697
9/15/10 15:00,31.1,15193.97366
9/16/10 15:00,29.1,15441.77515
9/17/10 15:00,30.1,14210.49042
9/18/10 15:00,28.1,11788.86665
9/19/10 15:00,29.1,11237.01062
9/20/10 15:00,27.1,12537.01854
9/21/10 15:00,25.1,12616.92098
9/22/10 15:00,28.1,14075.46931
9/23/10 15:00,31.1,14702.52413
9/24/10 15:00,29.6,14467.24546
9/25/10 15:00,30.1,13786.96309
9/26/10 15:00,28.1,12525.66726
9/27/10 15:00,22.1,10891.4234
9/28/10 15:00,24.1,11160.89412
9/29/10 15:00,27.1,12368.92254
9/30/10 15:00,27.1,12798.0877
10/1/10 15:00,27.1,13200.61265
10/2/10 15:00,24.1,10984.93048
10/3/10 15:00,21.1,9841.114329
10/4/10 15:00,19.1,10116.63453
10/5/10 15:00,21.1,10151.31856
10/6/10 15:00,23.1,10198.34872
10/7/10 15:00,25.1,10826.97344
10/8/10 15:00,25.1,11590.49393
10/9/10 15:00,24.1,11296.72424
10/10/10 15:00,26.1,11530.72872
10/11/10 15:00,27.1,13595.37956
10/12/10 15:00,25.1,13547.00642
10/13/10 15:00,26.1,12370.23794
10/14/10 15:00,22.1,11180.29202
10/15/10 15:00,23.1,10613.52337
10/16/10 15:00,26.1,9998.902128
10/17/10 15:00,26.1,10776.71276
10/18/10 15:00,27.1,12366.5702
10/19/10 15:00,26.1,12625.64928
10/20/10 15:00,26.1,12894.82153
10/21/10 15:00,26.1,12765.09942
10/22/10 15:00,28.1,12480.04743
10/23/10 15:00,27.1,11994.47853
10/24/10 15:00,28.1,12734.4252
10/25/10 15:00,27.1,13379.68903
10/26/10 15:00,28.1,14119.12895
10/27/10 15:00,29.1,14881.19987
10/28/10 15:00,24.1,10729.12511
10/29/10 15:00,17.1,9357.627211
10/30/10 15:00,21.1,8758.852182
10/31/10 15:00,24.1,10284.26199
11/1/10 15:00,27.1,12970.52679
11/2/10 15:00,15.35,9342.0433
11/3/10 15:00,12.35,8916.226765
11/4/10 15:00,17.1,9016.441751
11/5/10 15:00,15.1,8876.058536
11/7/10 15:00,16.1,8026.69571
11/8/10 15:00,20.1,9692.325737
11/9/10 15:00,22.1,10183.80954
11/10/10 15:00,22.1,10168.66625
11/11/10 15:00,21.1,10353.37555
11/12/10 15:00,23.1,11292.62535
11/13/10 15:00,13.1,8187.934777
11/14/10 15:00,11.1,8224.982435
11/15/10 15:00,14.1,9100.204758
11/16/10 15:00,14.1,9055.339411
11/17/10 15:00,21.1,9671.902721
11/18/10 15:00,12.1,8986.171408
11/19/10 15:00,13.1,9182.711012
11/20/10 15:00,19.1,8839.382492
11/21/10 15:00,24.1,9782.029518
11/22/10 15:00,24.1,11226.90033
11/23/10 15:00,22.85,11674.52751
11/24/10 15:00,25.1,11382.61369
11/25/10 15:00,25.1,9887.439285
11/26/10 15:00,5.1,8196.994987
11/27/10 15:00,11.1,7846.534976
11/28/10 15:00,14.1,8011.277668
11/29/10 15:00,23.1,10417.72501
11/30/10 15:00,11.1,9244.103193
12/1/10 15:00,12.1,9090.882507
12/2/10 15:00,18.1,9009.180464
12/3/10 15:00,20.1,9423.547717
12/4/10 15:00,21.1,9274.918957
12/5/10 15:00,11.1,8084.747794
12/6/10 15:00,8.1,9359.973921
12/7/10 15:00,12.1,9046.682159
12/8/10 15:00,8.35,9610.682689
12/9/10 15:00,11.1,9010.87039
12/10/10 15:00,20.1,8849.451312
12/11/10 15:00,21.1,8673.377825
12/12/10 15:00,9.1,8336.592072
12/13/10 15:00,8.1,9393.243538
12/14/10 15:00,17.1,9030.489513
12/15/10 15:00,21.1,9541.66897
12/16/10 15:00,21.1,9369.999682
12/17/10 15:00,13.85,9122.584031
12/18/10 15:00,9.1,8150.006877
12/19/10 15:00,12.1,8051.063521
12/20/10 15:00,22.1,9550.845946
12/21/10 15:00,22.6,10406.45053
12/22/10 15:00,22.1,9828.641042
12/23/10 15:00,16.1,8617.031929
12/24/10 15:00,16.1,8413.629884
12/25/10 15:00,7.1,8598.799128
12/26/10 15:00,4.1,8516.960659
12/27/10 15:00,8.1,9814.135537
12/28/10 15:00,17.1,9243.76751
12/29/10 15:00,18.1,9067.076522
12/30/10 15:00,21.6,9229.157037
12/31/10 15:00,22.1,9003.220586
1/1/11 15:00,15.1,7783.054955
1/2/11 15:00,8.1,8225.026122
1/3/11 15:00,11.1,9284.240335
1/4/11 15:00,16.1,9312.625254
1/5/11 15:00,20.1,9429.692813
1/6/11 15:00,14.1,9262.753634
1/7/11 15:00,14.1,9065.395502
1/8/11 15:00,14.1,8381.682699
1/9/11 15:00,8.1,9295.582413
1/10/11 15:00,7.1,10881.17595
1/11/11 15:00,5.1,10584.10617
1/12/11 15:00,3.1,10967.2052
1/13/11 15:00,3.1,11494.25864
1/14/11 15:00,9.1,10189.95421
1/15/11 15:00,13.1,8601.592868
1/16/11 15:00,16.1,8622.683391
1/17/11 15:00,11.1,9372.927228
1/18/11 15:00,16.1,9337.402093
1/19/11 15:00,13.1,9300.80294
1/20/11 15:00,17.1,9703.89938
1/21/11 15:00,3.1,10292.31273
1/22/11 15:00,6.1,8899.812237
1/23/11 15:00,14.1,8327.214316
1/24/11 15:00,12.1,9972.792534
1/25/11 15:00,10.1,9289.166988
1/26/11 15:00,11.1,9313.917721
1/27/11 15:00,12.1,9120.334504
1/28/11 15:00,16.1,9125.36918
1/29/11 15:00,21.1,8303.121699
1/30/11 15:00,19.1,8117.488549
1/31/11 15:00,17.1,9445.286726
2/1/11 15:00,7.6,10555.9251
2/2/11 15:00,-2.9,11629.79501
2/3/11 15:00,0.1,12399.75861
2/4/11 15:00,-1.9,12103.95071
2/5/11 15:00,6.1,8921.666138
2/6/11 15:00,16.1,7789.646768
2/7/11 15:00,10.1,9460.053381
2/8/11 15:00,11.1,9385.851792
2/9/11 15:00,9.1,12063.71318
2/10/11 15:00,-0.9,11210.84153
2/11/11 15:00,4.1,9808.897877
2/12/11 15:00,10.1,8628.69693
2/13/11 15:00,14.1,8202.789205
2/14/11 15:00,19.1,9365.198427
2/15/11 15:00,20.1,9312.819283
2/16/11 15:00,19.1,9122.808967
2/17/11 15:00,21.1,9481.920823
2/18/11 15:00,21.1,10048.5073
2/19/11 15:00,18.6,9030.02602
2/20/11 15:00,20.6,8902.563706
2/21/11 15:00,22.1,10284.68046
2/22/11 15:00,19.1,10119.7433
2/23/11 15:00,22.1,10605.08897
2/24/11 15:00,24.1,10355.13025
2/25/11 15:00,18.1,9840.882416
2/26/11 15:00,21.1,8923.794547
2/27/11 15:00,23.6,9844.847683
2/28/11 15:00,23.1,10283.66963
3/1/11 15:00,16.1,9102.272296
3/2/11 15:00,18.1,9334.861283
3/3/11 15:00,18.85,9664.270522
3/4/11 15:00,21.6,10019.80814
3/5/11 15:00,15.1,7894.796156
3/6/11 15:00,12.1,7956.021828
3/7/11 15:00,17.1,9144.692356
3/8/11 15:00,22.1,9757.773843
3/9/11 15:00,17.1,9509.608866
3/10/11 15:00,16.1,9085.822657
3/11/11 15:00,19.1,8964.582284
3/12/11 15:00,22.1,8840.893962
3/13/11 15:00,22.1,8573.433865
3/14/11 15:00,21.6,8937.165996
3/15/11 15:00,15.1,8950.680287
3/16/11 15:00,19.1,9629.011442
3/17/11 15:00,23.1,10137.77892
3/18/11 15:00,23.6,10390.24376
3/19/11 15:00,23.1,9941.118581
3/20/11 15:00,24.1,9850.124973
3/21/11 15:00,23.1,10901.73328
3/22/11 15:00,24.1,10970.28169
3/23/11 15:00,26.1,11842.94396
3/24/11 15:00,25.1,11104.21182
3/25/11 15:00,24.1,11316.41088
3/26/11 15:00,26.1,11447.06061
3/27/11 15:00,26.1,11000.24583
3/28/11 15:00,18.1,9559.206721
3/29/11 15:00,22.1,9923.572979
3/30/11 15:00,16.1,8998.788391
3/31/11 15:00,19.1,10096.54755
4/1/11 15:00,21.35,11296.74179
4/2/11 15:00,25.1,10869.13846
4/3/11 15:00,25.6,9813.053365
4/4/11 15:00,27.1,10150.04911
4/5/11 15:00,19.1,9385.759792
4/6/11 15:00,22.1,9998.29872
4/7/11 15:00,25.1,11641.15385
4/8/11 15:00,27.1,12793.52416
4/9/11 15:00,27.1,11949.15705
4/10/11 15:00,27.1,11803.62959
4/11/11 15:00,26.1,12268.33115
4/12/11 15:00,24.1,11082.46314
4/13/11 15:00,23.1,10982.51076
4/14/11 15:00,24.6,11820.2249
4/15/11 15:00,26.1,11587.66856
4/16/11 15:00,23.1,9556.998201
4/17/11 15:00,24.1,9579.31808
4/18/11 15:00,27.1,12976.34258
4/19/11 15:00,28.1,14163.32854
4/20/11 15:00,28.1,14025.36088
4/21/11 15:00,28.1,13195.99376
4/22/11 15:00,28.1,12889.59884
4/23/11 15:00,28.1,12483.48915
4/24/11 15:00,28.1,11916.40866
4/25/11 15:00,28.1,13750.24177
4/26/11 15:00,26.35,12669.09999
4/27/11 15:00,31.1,13718.93684
4/28/11 15:00,20.1,10816.11971
4/29/11 15:00,26.1,11575.26791
4/30/11 15:00,27.6,12075.50292
5/1/11 15:00,28.1,13197.82294
5/2/11 15:00,20.1,10937.01292
5/3/11 15:00,18.1,9584.02212
5/4/11 15:00,21.1,10249.62008
5/5/11 15:00,23.1,10955.54371
5/6/11 15:00,25.1,12045.59817
5/7/11 15:00,27.1,12478.37274
5/8/11 15:00,27.6,13313.05977
5/9/11 15:00,29.1,15086.481
5/10/11 15:00,29.1,14366.31153
5/11/11 15:00,28.1,12563.84332
5/12/11 15:00,28.1,11831.76537
5/13/11 15:00,26.1,13829.54749
5/14/11 15:00,22.1,10725.91722
5/15/11 15:00,22.1,9996.117139
5/16/11 15:00,26.1,12397.52064
5/17/11 15:00,24.1,12271.24781
5/18/11 15:00,25.1,12035.58716
5/19/11 15:00,27.1,13134.22742
5/20/11 15:00,29.1,14981.0038
5/21/11 15:00,28.1,13238.53983
5/22/11 15:00,29.1,14136.66558
5/23/11 15:00,29.1,14944.54394
5/24/11 15:00,30.1,15837.30007
5/25/11 15:00,31.1,16146.46117
5/26/11 15:00,31.1,15824.87747
5/27/11 15:00,30.1,16288.33117
5/28/11 15:00,31.1,15368.25776
5/29/11 15:00,31.1,14571.65701
5/30/11 15:00,31.1,15305.14401
5/31/11 15:00,31.1,16730.11353
6/1/11 15:00,31.1,16445.8933
6/2/11 15:00,31.1,16969.95827
6/3/11 15:00,32.1,16469.65512
6/4/11 15:00,31.1,15387.64198
6/5/11 15:00,33.1,16546.95418
6/6/11 15:00,34.1,17541.07241
6/7/11 15:00,31.1,14726.24948
6/8/11 15:00,31.1,15848.86588
6/9/11 15:00,32.1,15856.80195
6/10/11 15:00,31.1,15579.88823
6/11/11 15:00,32.1,15227.9673
6/12/11 15:00,31.1,15060.56746
6/13/11 15:00,32.1,16618.4584
6/14/11 15:00,32.1,16952.90803
6/15/11 15:00,33.1,17295.81173
6/16/11 15:00,34.1,17287.32078
6/17/11 15:00,34.1,17387.59214
6/18/11 15:00,33.1,16551.29456
6/19/11 15:00,34.1,16127.59003
6/20/11 15:00,32.1,17030.30579
6/21/11 15:00,31.1,16832.36939
6/22/11 15:00,21.35,11690.83718
6/23/11 15:00,28.1,15326.43155
6/24/11 15:00,29.1,15396.83058
6/25/11 15:00,32.1,15737.83363
6/26/11 15:00,32.1,15887.16612
6/27/11 15:00,32.1,17205.37596
6/28/11 15:00,32.1,16935.78604
6/29/11 15:00,32.1,16949.1602
6/30/11 15:00,32.1,17100.38268
7/1/11 15:00,32.1,16640.16269
7/2/11 15:00,32.1,16042.80939
7/3/11 15:00,31.1,15794.29002
7/4/11 15:00,31.1,15723.85492
7/5/11 15:00,29.85,16692.0964
7/6/11 15:00,31.1,16483.52002
7/7/11 15:00,31.1,16440.18518
7/8/11 15:00,32.1,16804.10118
7/9/11 15:00,31.1,15737.12138
7/10/11 15:00,32.1,15670.23148
7/11/11 15:00,32.1,17263.21504
7/12/11 15:00,33.1,16888.3547
7/13/11 15:00,32.1,17233.93263
7/14/11 15:00,31.1,17253.34425
7/15/11 15:00,31.1,15660.34715
7/16/11 15:00,27.1,13562.27042
7/17/11 15:00,32.1,15529.05821
7/18/11 15:00,31.1,15593.60279
7/19/11 15:00,27.1,12556.75046
7/20/11 15:00,28.1,15590.36655
7/21/11 15:00,32.1,16972.49582
7/22/11 15:00,32.1,15993.07789
7/23/11 15:00,32.1,16528.36427
7/24/11 15:00,31.1,16031.31792
7/25/11 15:00,31.1,17207.75275
7/26/11 15:00,31.1,16960.19396
7/27/11 15:00,32.1,17341.25734
7/28/11 15:00,32.1,16237.92855
7/29/11 15:00,29.6,15258.54111
7/30/11 15:00,31.1,15506.27229
7/31/11 15:00,31.1,16038.80639
8/1/11 15:00,32.1,17700.7175
8/2/11 15:00,32.1,17736.95529
8/3/11 15:00,32.1,17824.6048
8/4/11 15:00,32.1,17718.61421
8/5/11 15:00,33.1,17729.32406
8/6/11 15:00,33.1,16992.35032
8/7/11 15:00,33.1,16604.71819
8/8/11 15:00,33.1,18100.44407
8/9/11 15:00,33.1,18193.44914
8/10/11 15:00,33.1,18260.7245
8/11/11 15:00,34.1,18123.97935
8/12/11 15:00,33.1,18017.58195
8/13/11 15:00,31.1,16563.04174
8/14/11 15:00,32.1,16748.49649
8/15/11 15:00,31.1,17981.66864
8/16/11 15:00,32.1,18166.14957
8/17/11 15:00,33.1,18577.01128
