Time,KHOU,COAST
8/18/11 15:00,33.1,18761.70275
8/19/11 15:00,33.1,18596.54042
8/20/11 15:00,33.1,17534.47925
8/21/11 15:00,32.1,16940.74347
8/22/11 15:00,32.1,17839.26926
8/23/11 15:00,33.1,17966.13242
8/24/11 15:00,32.1,17875.96268
8/25/11 15:00,24.85,14392.01325
8/26/11 15:00,33.1,17581.206
8/28/11 15:00,35.1,17813.71168
8/29/11 15:00,34.1,18293.70435
8/30/11 15:00,33.1,17987.08903
8/31/11 15:00,33.1,17521.32643
9/1/11 15:00,31.85,17154.47849
9/2/11 15:00,31.1,17184.62928
9/3/11 15:00,31.1,14733.65753
9/4/11 15:00,29.1,12155.37161
9/5/11 15:00,29.1,13651.21402
9/6/11 15:00,26.1,13030.22983
9/7/11 15:00,27.1,13272.64623
9/8/11 15:00,28.1,13542.0489
9/9/11 15:00,29.1,14758.5929
9/10/11 15:00,29.1,14809.3355
9/11/11 15:00,30.1,15500.2992
9/12/11 15:00,31.1,16739.53783
9/13/11 15:00,30.1,17371.44747
9/14/11 15:00,32.1,16586.98072
9/15/11 15:00,31.1,16038.90864
9/16/11 15:00,27.1,14784.84633
9/17/11 15:00,30.1,13007.53508
9/18/11 15:00,26.1,12728.39166
9/19/11 15:00,23.1,13354.29584
9/20/11 15:00,28.1,14623.50095
9/21/11 15:00,29.1,15168.21997
9/22/11 15:00,29.1,14823.14924
9/23/11 15:00,27.1,14570.38898
9/24/11 15:00,28.1,14079.01075
9/25/11 15:00,31.1,15484.35872
9/26/11 15:00,32.1,16751.15592
9/27/11 15:00,30.1,16397.51997
9/28/11 15:00,31.1,16379.30726
9/29/11 15:00,29.1,16263.26554
9/30/11 15:00,28.1,13710.54587
10/1/11 15:00,25.1,11018.14888
10/2/11 15:00,23.1,10619.36127
10/3/11 15:00,25.1,11467.49526
10/4/11 15:00,25.1,12012.85146
10/5/11 15:00,27.1,12777.02263
10/6/11 15:00,27.6,13638.1239
10/7/11 15:00,29.1,13715.28679
10/8/11 15:00,28.1,12874.3995
10/9/11 15:00,23.1,9566.148817
10/10/11 15:00,24.1,12551.0534
10/11/11 15:00,27.1,13244.47775
10/12/11 15:00,27.1,13259.48821
10/13/11 15:00,27.1,12603.45978
10/14/11 15:00,26.1,11851.61109
10/15/11 15:00,26.1,11734.20982
10/16/11 15:00,27.1,12285.47357
10/17/11 15:00,27.1,13774.06983
10/18/11 15:00,19.1,9977.341852
10/19/11 15:00,17.1,9024.050957
10/20/11 15:00,19.1,9496.568388
10/21/11 15:00,26.1,11206.9109
10/22/11 15:00,26.1,11084.76621
10/23/11 15:00,26.1,11005.65331
10/24/11 15:00,26.1,13205.51475
10/25/11 15:00,26.1,12648.65574
10/26/11 15:00,27.1,12656.55559
10/27/11 15:00,26.1,12475.90119
10/28/11 15:00,15.1,8698.82351
10/29/11 15:00,16.1,7993.619886
10/30/11 15:00,18.1,8078.909179
10/31/11 15:00,20.1,9621.621456
11/1/11 15:00,23.1,9890.35365
11/2/11 15:00,24.1,11283.69164
11/3/11 15:00,12.1,8966.65527
11/4/11 15:00,13.1,8890.327387
11/5/11 15:00,17.1,8164.171837
11/6/11 15:00,24.1,9441.427965
11/7/11 15:00,23.1,11276.01293
11/8/11 15:00,26.1,11520.16773
11/9/11 15:00,16.1,8872.332279
11/10/11 15:00,15.1,8824.226121
11/11/11 15:00,17.1,8739.365856
11/12/11 15:00,23.1,8608.457051
11/13/11 15:00,26.1,10265.80431
11/14/11 15:00,24.1,11583.09184
11/15/11 15:00,26.1,10636.9916
11/16/11 15:00,23.1,11467.18438
11/17/11 15:00,14.1,9037.028741
11/18/11 15:00,16.1,9207.315498
11/19/11 15:00,24.1,9641.506371
11/20/11 15:00,25.1,11266.93365
11/21/11 15:00,26.1,12229.18651
11/22/11 15:00,23.1,9756.989619
11/23/11 15:00,16.1,9395.688164
11/24/11 15:00,13.1,7951.553084
11/25/11 15:00,21.1,8784.471878
11/26/11 15:00,24.1,8424.976107
11/27/11 15:00,11.1,8183.48813
11/28/11 15:00,7.1,9094.067771
11/29/11 15:00,14.1,8899.243218
11/30/11 15:00,12.1,8801.089089
12/1/11 15:00,19.1,8898.947787
12/2/11 15:00,19.1,9165.681739
12/3/11 15:00,21.1,8778.931744
12/4/11 15:00,22.1,8369.059529
12/5/11 15:00,11.1,9612.047512
12/6/11 15:00,6.1,10867.45288
12/7/11 15:00,3.1,10014.00837
12/8/11 15:00,9.1,9347.695037
12/9/11 15:00,14.1,9371.679069
12/10/11 15:00,12.1,8978.467346
12/11/11 15:00,9.1,8470.419756
12/12/11 15:00,13.1,9367.717841
12/13/11 15:00,16.1,9372.141132
12/14/11 15:00,19.1,10030.34396
12/15/11 15:00,19.1,10452.67356
12/16/11 15:00,14.1,9191.206626
12/17/11 15:00,13.1,8357.980377
12/18/11 15:00,13.1,8090.315103
12/19/11 15:00,20.1,9403.124774
12/20/11 15:00,15.85,8993.313658
12/21/11 15:00,10.1,8990.038247
12/22/11 15:00,12.1,8948.141677
12/23/11 15:00,11.1,8797.287225
12/24/11 15:00,9.1,9646.812995
12/25/11 15:00,8.6,8786.027011
12/26/11 15:00,9.1,9202.411685
12/27/11 15:00,9.1,9027.369842
12/28/11 15:00,13.1,8777.300653
12/29/11 15:00,11.1,8709.401125
12/30/11 15:00,14.1,8642.798114
12/31/11 15:00,18.1,8555.342302
1/1/12 15:00,16.1,7700.107915
1/2/12 15:00,12.1,8755.593666
1/3/12 15:00,8.1,9473.179235
1/4/12 15:00,17.1,9205.170385
1/5/12 15:00,18.1,9452.772302
1/6/12 15:00,18.1,9529.899446
1/7/12 15:00,19.1,9179.20715
1/8/12 15:00,19.6,9103.933802
1/9/12 15:00,21.1,9538.431412
1/10/12 15:00,9.1,9956.686108
1/11/12 15:00,14.1,9333.100565
1/12/12 15:00,7.1,10296.0923
1/13/12 15:00,8.1,9551.557816
1/14/12 15:00,11.1,8502.863578
1/15/12 15:00,14.1,8112.954085
1/16/12 15:00,22.1,9683.275789
1/17/12 15:00,22.1,9931.673308
1/18/12 15:00,9.1,9026.477901
1/19/12 15:00,17.1,9223.738126
1/20/12 15:00,22.1,10108.70286
1/21/12 15:00,21.1,8921.061542
1/22/12 15:00,22.1,9342.62192
1/23/12 15:00,16.1,9291.952681
1/24/12 15:00,17.1,9148.130222
1/25/12 15:00,22.1,9318.912943
1/26/12 15:00,12.85,8991.459782
1/27/12 15:00,15.1,8995.941805
1/28/12 15:00,15.1,8233.170358
1/29/12 15:00,12.1,7925.764006
1/30/12 15:00,15.1,8988.793325
1/31/12 15:00,19.1,9178.92019
2/1/12 15:00,22.1,10041.76881
2/2/12 15:00,19.1,9587.588163
2/3/12 15:00,21.1,9840.40063
2/4/12 15:00,18.1,8181.103134
2/5/12 15:00,9.1,8601.366616
2/6/12 15:00,9.1,8967.037555
2/7/12 15:00,13.1,8950.081676
2/8/12 15:00,13.1,9059.668061
2/9/12 15:00,11.1,9096.064363
2/10/12 15:00,11.1,9182.450155
2/11/12 15:00,7.1,8556.440689
2/12/12 15:00,3.1,9574.291551
2/13/12 15:00,14.1,9619.836729
2/14/12 15:00,14.1,8863.696049
2/15/12 15:00,21.1,9455.050302
2/16/12 15:00,17.1,8884.173103
2/17/12 15:00,14.1,8847.45792
2/18/12 15:00,15.35,8579.261222
2/19/12 15:00,11.1,7944.546801
2/20/12 15:00,16.1,9249.87697
2/21/12 15:00,17.1,9554.648965
2/22/12 15:00,20.85,10398.22462
2/23/12 15:00,21.1,10528.75704
2/24/12 15:00,16.1,8773.282163
2/25/12 15:00,12.1,8283.564283
2/26/12 15:00,16.1,7762.598462
2/27/12 15:00,16.6,8959.017607
2/28/12 15:00,18.1,9540.706746
2/29/12 15:00,23.1,10692.22994
3/1/12 15:00,22.1,10645.28426
3/2/12 15:00,23.6,10961.85366
3/3/12 15:00,15.1,7999.823313
3/4/12 15:00,17.1,7850.552026
3/5/12 15:00,19.1,9417.632308
3/6/12 15:00,21.1,9179.928215
3/7/12 15:00,23.1,9718.509306
3/8/12 15:00,23.1,10324.17847
3/9/12 15:00,13.1,9151.956759
3/10/12 15:00,12.6,8296.501191
3/11/12 15:00,22.1,8035.220578
3/12/12 15:00,19.1,9458.654525
3/13/12 15:00,22.1,10075.10244
3/14/12 15:00,24.1,10733.47466
3/15/12 15:00,24.1,11133.98618
3/16/12 15:00,24.1,11024.4461
3/17/12 15:00,24.1,10455.25949
3/18/12 15:00,24.1,10362.07705
3/19/12 15:00,24.1,11503.61225
3/20/12 15:00,16.1,9372.516245
3/21/12 15:00,16.1,9223.980254
3/22/12 15:00,22.1,10110.1986
3/23/12 15:00,22.1,10435.17671
3/24/12 15:00,18.6,10297.96302
3/25/12 15:00,21.1,10884.82371
3/26/12 15:00,24.1,11979.07078
3/27/12 15:00,24.1,11065.48657
3/28/12 15:00,24.1,11047.03538
3/29/12 15:00,24.1,10214.04103
3/30/12 15:00,24.35,11520.69091
3/31/12 15:00,23.6,11907.99649
4/1/12 15:00,26.1,12050.13788
4/2/12 15:00,20.1,11096.08644
4/3/12 15:00,26.6,12789.09849
4/4/12 15:00,21.1,11521.98377
4/5/12 15:00,22.6,12545.13015
4/6/12 15:00,25.1,11833.28154
4/7/12 15:00,25.1,11348.17051
4/8/12 15:00,24.1,10962.33186
4/9/12 15:00,24.1,12455.00612
4/10/12 15:00,25.1,12678.393
4/11/12 15:00,26.1,12794.18147
4/12/12 15:00,23.1,12000.39451
4/13/12 15:00,26.1,12283.8233
4/14/12 15:00,28.1,12071.15468
4/15/12 15:00,27.1,11838.91673
4/16/12 15:00,19.1,9741.626407
4/17/12 15:00,21.1,11375.90458
4/18/12 15:00,21.1,10890.58996
4/19/12 15:00,24.1,11187.77293
4/20/12 15:00,24.1,10606.72461
4/21/12 15:00,17.1,8595.854842
4/22/12 15:00,23.1,9775.533237
4/23/12 15:00,21.1,10413.81273
4/24/12 15:00,23.1,11030.55792
4/25/12 15:00,27.1,12725.05023
4/26/12 15:00,27.1,13230.09643
4/27/12 15:00,26.1,12372.0576
4/28/12 15:00,27.1,12256.90066
4/29/12 15:00,27.1,11864.18995
4/30/12 15:00,27.1,13050.04954
5/1/12 15:00,28.1,13267.318
5/2/12 15:00,28.1,14061.91928
5/3/12 15:00,28.1,14271.34372
5/4/12 15:00,29.1,14043.85593
5/5/12 15:00,29.1,13968.61793
5/6/12 15:00,27.1,12080.63656
5/7/12 15:00,28.1,14655.35424
5/8/12 15:00,27.1,13298.16137
5/9/12 15:00,26.1,13099.61913
5/10/12 15:00,27.1,11824.99086
5/11/12 15:00,24.1,12359.01734
5/12/12 15:00,22.1,11547.91187
5/13/12 15:00,23.1,10670.95404
5/14/12 15:00,27.1,12947.15106
5/15/12 15:00,22.1,10227.60431
5/16/12 15:00,24.1,12350.36723
5/17/12 15:00,28.1,13787.82598
5/18/12 15:00,28.1,13813.75713
5/19/12 15:00,28.1,12755.36068
5/20/12 15:00,29.1,13054.52333
5/21/12 15:00,29.1,14741.4331
5/22/12 15:00,29.1,15169.52855
5/23/12 15:00,29.1,14633.57607
5/24/12 15:00,28.1,14884.83257
5/25/12 15:00,29.1,15253.54746
5/26/12 15:00,29.1,14367.01252
5/27/12 15:00,30.1,13871.47749
5/28/12 15:00,29.1,14772.90197
5/29/12 15:00,30.1,16002.37659
5/30/12 15:00,30.1,15873.3971
5/31/12 15:00,29.1,13610.52543
6/1/12 15:00,28.1,14930.60995
6/2/12 15:00,29.1,14980.31924
6/3/12 15:00,31.1,15101.68076
6/4/12 15:00,30.1,16294.47454
6/5/12 15:00,31.1,16594.01993
6/6/12 15:00,31.1,16900.70201
6/7/12 15:00,28.1,16002.18991
6/8/12 15:00,29.1,15067.58396
6/9/12 15:00,28.1,14490.26636
6/10/12 15:00,30.1,15048.3387
6/11/12 15:00,32.1,17015.99076
6/12/12 15:00,30.1,16552.91102
6/13/12 15:00,30.1,15322.8059
6/14/12 15:00,31.1,16383.28391
6/15/12 15:00,31.1,16340.74295
6/16/12 15:00,30.1,12445.36944
6/17/12 15:00,30.1,14089.32618
6/18/12 15:00,29.1,14815.97623
6/19/12 15:00,27.1,13317.9829
6/20/12 15:00,30.1,13611.144
6/21/12 15:00,30.1,15376.43097
6/22/12 15:00,32.1,15836.31362
6/23/12 15:00,32.1,15596.47664
6/24/12 15:00,33.1,16384.91278
6/25/12 15:00,35.1,17918.21089
6/26/12 15:00,36.1,18410.63788
6/27/12 15:00,33.1,18184.11464
6/28/12 15:00,32.1,16548.45831
6/29/12 15:00,30.1,15176.60532
6/30/12 15:00,26.6,11203.21327
7/1/12 15:00,26.6,11386.44954
7/2/12 15:00,31.1,16141.60435
7/3/12 15:00,30.1,15918.99244
7/4/12 15:00,31.1,14895.04072
7/5/12 15:00,30.1,16186.80765
7/6/12 15:00,31.1,16194.74817
7/7/12 15:00,31.1,15304.46409
7/8/12 15:00,27.1,11008.33107
7/9/12 15:00,29.1,12630.77831
7/10/12 15:00,24.1,11871.77196
7/11/12 15:00,24.1,11680.2709
7/12/12 15:00,23.1,10908.1876
7/13/12 15:00,24.35,11916.8154
7/14/12 15:00,28.6,12725.97129
7/15/12 15:00,26.1,11795.39078
7/16/12 15:00,30.1,15810.39159
7/17/12 15:00,31.1,15162.11291
7/18/12 15:00,31.1,15939.3528
7/19/12 15:00,31.1,16418.01681
7/20/12 15:00,31.1,16570.83913
7/21/12 15:00,31.1,15599.07271
7/22/12 15:00,29.1,14519.08739
7/23/12 15:00,30.1,14322.39802
7/24/12 15:00,31.1,15539.32625
7/25/12 15:00,31.1,15715.33771
7/26/12 15:00,31.1,16492.90727
7/27/12 15:00,31.1,16768.8351
7/28/12 15:00,31.1,15889.97507
7/29/12 15:00,31.1,15221.92346
7/30/12 15:00,31.1,17228.19737
7/31/12 15:00,31.1,17237.54696
8/1/12 15:00,31.1,17175.7405
8/2/12 15:00,30.85,17255.45106
8/3/12 15:00,32.1,17264.43333
8/4/12 15:00,32.1,16056.17158
8/5/12 15:00,31.1,13218.60251
8/6/12 15:00,30.1,16737.91568
8/7/12 15:00,31.1,17316.59884
8/8/12 15:00,31.1,16819.91677
8/9/12 15:00,31.1,17257.87539
8/10/12 15:00,32.1,17807.17236
8/11/12 15:00,31.6,16600.63669
8/12/12 15:00,31.1,16200.43974
8/13/12 15:00,32.1,17606.45212
8/14/12 15:00,32.1,17909.64303
8/15/12 15:00,32.1,17500.88169
8/16/12 15:00,31.1,17807.45416
8/17/12 15:00,31.1,16783.77839
8/18/12 15:00,32.1,15473.48712
8/19/12 15:00,24.6,12827.97201
8/20/12 15:00,30.1,16419.29611
8/21/12 15:00,31.1,16116.28456
8/22/12 15:00,29.1,15986.13411
8/23/12 15:00,27.1,15625.22783
8/24/12 15:00,28.1,14578.3533
8/25/12 15:00,30.1,14698.2416
8/26/12 15:00,31.1,15178.32434
8/27/12 15:00,31.1,16521.68671
8/28/12 15:00,32.1,17238.08916
8/29/12 15:00,32.1,17173.0217
8/30/12 15:00,31.1,17244.53512
8/31/12 15:00,32.1,17894.19748
9/1/12 15:00,32.1,13273.76236
9/2/12 15:00,31.1,15704.54824
9/3/12 15:00,31.1,16527.70212
9/4/12 15:00,31.1,17360.22259
9/5/12 15:00,31.1,17287.90139
9/6/12 15:00,31.1,17185.16016
9/7/12 15:00,30.1,17257.36172
9/8/12 15:00,31.1,14186.92855
9/9/12 15:00,26.1,13144.27234
9/10/12 15:00,27.1,14305.42392
9/11/12 15:00,28.1,14666.16208
9/12/12 15:00,27.6,14284.88333
9/13/12 15:00,25.1,13720.24958
9/14/12 15:00,29.1,13856.13159
9/15/12 15:00,26.1,13623.10415
9/16/12 15:00,27.1,13414.47566
9/17/12 15:00,21.1,12910.80649
9/18/12 15:00,27.1,13767.48126
9/19/12 15:00,24.1,13297.51623
9/20/12 15:00,26.1,13162.02492
9/21/12 15:00,26.1,13744.01436
9/22/12 15:00,27.1,14175.05491
9/23/12 15:00,28.1,14408.84912
9/24/12 15:00,27.1,15369.46586
9/25/12 15:00,29.1,15169.23845
9/26/12 15:00,29.1,15383.65816
9/27/12 15:00,28.1,14510.78987
9/28/12 15:00,28.1,13771.93965
9/29/12 15:00,23.1,11044.68619
9/30/12 15:00,21.1,9434.098879
10/1/12 15:00,23.1,11111.8047
10/2/12 15:00,24.1,11845.54926
10/3/12 15:00,25.1,12433.43837
10/4/12 15:00,27.1,13791.41618
10/5/12 15:00,27.1,14093.16739
10/6/12 15:00,26.1,12648.01704
10/7/12 15:00,14.1,8219.064603
10/8/12 15:00,14.1,9520.901313
10/9/12 15:00,24.1,11347.97756
10/10/12 15:00,27.1,14095.70408
10/11/12 15:00,27.1,14109.98463
10/12/12 15:00,28.1,14309.95621
10/13/12 15:00,28.1,13430.70316
10/14/12 15:00,27.1,11686.08317
10/15/12 15:00,24.1,11541.28643
10/16/12 15:00,24.1,10707.67257
10/17/12 15:00,27.1,13179.40189
10/18/12 15:00,23.1,11017.09104
10/19/12 15:00,23.1,10782.59772
10/20/12 15:00,26.1,10552.59906
10/21/12 15:00,27.1,12790.57371
10/22/12 15:00,27.1,13656.63955
10/23/12 15:00,27.1,13402.63383
10/24/12 15:00,26.1,13569.763
10/25/12 15:00,28.1,13943.2516
10/26/12 15:00,17.1,9028.494889
10/27/12 15:00,13.1,8002.28799
10/28/12 15:00,14.1,7843.505812
10/29/12 15:00,16.1,9002.811532
10/30/12 15:00,18.1,9258.619744
10/31/12 15:00,24.1,10534.15239
11/1/12 15:00,25.1,11933.09563
11/2/12 15:00,26.1,12078.00946
11/3/12 15:00,27.1,10350.68719
11/4/12 15:00,21.6,10806.78308
11/5/12 15:00,24.1,12310.29828
11/7/12 15:00,22.1,10311.16026
11/8/12 15:00,24.1,10763.44641
11/9/12 15:00,26.1,11456.33673
11/10/12 15:00,25.1,10584.7716
11/11/12 15:00,27.1,10713.16267
11/12/12 15:00,16.1,9120.570199
11/13/12 15:00,13.1,9006.075814
11/14/12 15:00,13.1,9019.241975
11/15/12 15:00,15.1,9012.313302
11/16/12 15:00,14.1,9011.89834
11/17/12 15:00,15.1,8164.949559
11/18/12 15:00,17.1,8049.315013
11/19/12 15:00,19.1,9287.162312
11/20/12 15:00,19.1,9926.512029
11/21/12 15:00,23.1,10306.33393
11/22/12 15:00,21.1,8973.083244
11/23/12 15:00,23.1,8900.118567
11/24/12 15:00,12.1,7827.586197
11/25/12 15:00,18.1,8154.322862
11/26/12 15:00,19.85,10899.10178
11/27/12 15:00,13.1,9056.195499
11/28/12 15:00,13.1,9049.029447
11/29/12 15:00,17.1,9109.865927
11/30/12 15:00,22.1,9776.443043
12/1/12 15:00,24.1,10195.0546
12/2/12 15:00,24.1,10566.07245
12/4/12 15:00,22.1,10544.49932
12/5/12 15:00,16.35,9240.212799
12/6/12 15:00,17.1,9518.125294
12/7/12 15:00,22.1,10575.95826
12/8/12 15:00,24.1,10511.60953
12/9/12 15:00,23.1,9815.039506
12/10/12 15:00,9.1,9300.716453
12/11/12 15:00,7.1,9540.426231
12/12/12 15:00,9.1,9115.311558
12/13/12 15:00,13.1,9281.513733
12/14/12 15:00,17.1,9309.834296
12/15/12 15:00,25.1,9690.670614
12/16/12 15:00,20.1,8898.505642
12/17/12 15:00,18.1,9566.682395
12/19/12 15:00,24.1,10781.64744
12/20/12 15:00,10.1,9197.246589
12/21/12 15:00,8.1,9011.636602
12/22/12 15:00,14.1,8112.239672
12/23/12 15:00,22.1,8328.83749
12/24/12 15:00,19.1,9328.741925
12/25/12 15:00,23.35,8352.595574
12/26/12 15:00,3.1,9807.247777
12/28/12 15:00,13.1,8931.472448
12/29/12 15:00,6.1,9563.54417
12/30/12 15:00,7.1,8970.924481
12/31/12 15:00,14.1,9042.221261
1/1/13 15:00,12.85,8467.196629
1/2/13 15:00,6.1,11104.03618
1/3/13 15:00,8.1,9882.591066
1/4/13 15:00,8.1,10576.56551
1/5/13 15:00,7.1,10017.20764
1/6/13 15:00,8.1,8377.386465
1/8/13 15:00,14.1,9796.191501
1/9/13 15:00,17.1,9825.379537
1/10/13 15:00,16.1,9330.832917
1/11/13 15:00,17.1,9320.350088
1/12/13 15:00,23.1,9115.817804
1/13/13 15:00,7.1,9221.617004
1/14/13 15:00,6.1,10926.013
1/15/13 15:00,4.1,11758.79375
1/16/13 15:00,6.1,10204.89678
1/17/13 15:00,9.1,9743.855672
1/18/13 15:00,12.1,9378.816084
1/19/13 15:00,13.1,8268.580014
1/20/13 15:00,11.1,8080.808233
1/21/13 15:00,16.1,9209.524179
1/22/13 15:00,15.1,9271.843424
1/23/13 15:00,18.1,9347.531955
1/24/13 15:00,17.1,9871.543207
1/25/13 15:00,17.1,10225.92989
1/26/13 15:00,18.6,9347.086244
1/27/13 15:00,20.1,8751.026768
1/28/13 15:00,23.1,10649.39688
1/29/13 15:00,22.1,10298.49633
1/30/13 15:00,15.1,9016.199806
1/31/13 15:00,13.1,9062.342903
2/1/13 15:00,17.1,9018.605883
2/2/13 15:00,19.1,8337.760697
2/3/13 15:00,18.1,8149.289805
2/4/13 15:00,19.1,9343.868211
2/5/13 15:00,20.6,10362.73538
2/6/13 15:00,18.1,9591.807374
2/7/13 15:00,18.6,9506.296134
2/8/13 15:00,17.1,9466.820326
2/9/13 15:00,16.1,8588.120425
2/10/13 15:00,22.85,8342.433663
2/11/13 15:00,14.1,9501.171125
2/12/13 15:00,16.1,9336.794122
2/13/13 15:00,11.1,9317.649731
2/14/13 15:00,12.1,9209.465224
2/15/13 15:00,16.1,9230.435664
2/16/13 15:00,10.1,8281.957422
2/17/13 15:00,17.1,8198.995333
2/18/13 15:00,21.1,9713.700122
2/19/13 15:00,14.1,9341.830373
2/20/13 15:00,15.1,9360.108958
2/21/13 15:00,22.1,9827.715445
2/22/13 15:00,17.1,9239.843982
2/23/13 15:00,13.1,8196.433899
2/24/13 15:00,17.1,8036.84315
2/25/13 15:00,20.35,9701.530794
2/26/13 15:00,11.1,9360.499198
2/27/13 15:00,19.1,9256.923586
2/28/13 15:00,9.1,9406.731453
3/1/13 15:00,13.1,9028.392902
3/2/13 15:00,9.1,8710.108637
3/3/13 15:00,13.1,8236.943225
3/4/13 15:00,22.1,10058.76122
3/5/13 15:00,17.1,9451.039206
3/6/13 15:00,12.1,9312.041558
3/7/13 15:00,16.1,9396.183417
3/8/13 15:00,18.1,9452.385553
3/9/13 15:00,21.1,9018.342346
3/10/13 15:00,14.1,8321.5425
3/11/13 15:00,13.1,9309.828148
3/12/13 15:00,15.1,9246.05575
3/13/13 15:00,18.1,9273.160402
3/14/13 15:00,19.1,9376.895497
3/15/13 15:00,21.1,9752.712723
3/16/13 15:00,23.1,9513.222652
3/17/13 15:00,24.1,9959.05857
3/18/13 15:00,24.1,12178.71877
3/19/13 15:00,21.1,11074.42854
3/20/13 15:00,16.1,9708.436255
3/21/13 15:00,21.1,9649.109638
3/22/13 15:00,25.1,11405.24463
3/24/13 15:00,13.1,8185.318929
3/25/13 15:00,11.1,9295.718938
3/26/13 15:00,12.1,9164.292294
3/27/13 15:00,17.1,9352.218609
3/28/13 15:00,21.1,9610.973311
3/29/13 15:00,22.1,9335.848912
3/30/13 15:00,21.1,9558.459485
3/31/13 15:00,23.6,10231.8758
4/1/13 15:00,19.1,10872.61904
4/2/13 15:00,22.35,10044.78769
4/3/13 15:00,17.1,9447.480046
4/4/13 15:00,13.1,9253.400719
